Product ID,Picture URL,Description,Health Facts,Highlights
T95,https://target.scene7.com/is/image/Target/GUEST_0f42dad9-4b65-4532-8e3c-8b1abb5f9a72?wid=800&hei=800&qlt=80&fmt=pjpeg,"Bumble and bumble Bond-Building Hair Repair Shampoo, powered by their Honey Bond-Building Complex, repairs hair from cortex to cuticle. This luxe, restorative daily cleanser works to build new bonds to strengthen hair, improve elasticity, and help repair damage. Plus, it smoothes and adds shine.

Powered by our Honey Bond-Building Complex, this shampoo helps build new bonds in the cortex + strengthens and prevents breakage to the protective barrier known as the cuticle – repairing hair from the inside out. Featuring Wildflower and Honey Ferment, our complex improves hair’s elasticity to prevent breakage.

Formulated For:
Patterns: Curly, Wavy, Straight
Diameters: Fine, Medium, Thick
Conditions: Color-Treated, Dry, or hair damaged from Heat, Chemical, or Physical styling
Ideal for any hair type damaged by heat, color, or chemicals.

How to Use: Massage throughout damp hair. Rinse, and follow with Bond-Building Hair Repair Conditioner.

From the Pros:
Remember to always start at the roots. Massage the formula through the lengths of the hair before rinsing to help strengthen hair strands while shampooing.

Key Ingredients: Honey Bond-Building Complex: Builds new bonds to strengthen + help repair.
Wildflower Honey + Honey Ferment: Improve elasticity to prevent breakage.

Fragrance Notes: A hint of blood orange citrus, heart of wild orchid, and a blonde wood finish.","Contains Tea Tree Oil, Paraben-Free, Aluminum-Free","Strengthens hair and improves elasticity, Repairs damage and smoothes the cuticle, Reduces frizz and adds shine, For All Hair Types, Color Safe, Cruelty Free, Free from Parabens, Phthalates, Mineral Oil, Formaldehyde, Petrolatum, Synthetic Colors, and Sulfate Cleansers."
T96,https://target.scene7.com/is/image/Target/GUEST_e6b9ec81-3483-48b7-8b0f-65286349ed27?wid=800&hei=800&qlt=80&fmt=pjpeg,"FULL VOLUME WITH EXTRA SHINEIs your hair falling a little flat? Give it a boost of volume with Pantene Nutrient Blends Hair Volume Multiplier Bamboo Shampoo. Infused with nutrients like vitamin B5 and bamboo, this formula gently cleanses and volumizes hair, leaving it full and shiny, almost like you left the salon. Made with 0% Sulfates, Silicones, Parabens, Dyes, Phthalates or Mineral Oil, you can cleanse without worrying about stripping your hair of natural oils. Every time you step into the shower, multiply your hair's volume with the help of this sulfate-free shampoo made with bamboo.This shampoo is ideal for all hair types, including straight, wavy, curly, coily, permed as well as color-treated strands. No matter your hair texture, you can leave strands not only clean but also volumized and shiny.HOW TO USEFirst, massage Pantene Nutrient Blends Hair Volume Multiplier Bamboo Shampoo into your wet hair. Make sure to pay special attention to your scalp for the best cleanse. Rinse thoroughly. Apply Pantene Nutrient Blends Hair Volume Multiplier Bamboo Conditioner to your ends for extra nourishment. Wash the conditioner completely out of your hair. Dry and style your hair as you would normally.What goes into each bottle to craft your shampoo:Purified Water, Volumizing Cleansers, pH Balancer, Breezy, Energizing Fragrance, Bamboo Extract, Grapeseed Extract, Pantene Pro-Vitamin B5, Antioxidant to Protect Hair, Hair Detangler, pH Balancer, Salt for Product Freshness","Mineral Oil-Free, Paraben-Free, Sulfate-Free, Silicone-Free, Dye-Free, Phthalate-Free","BOOST OF VOLUME: The sulfate-free shampoo gently cleanses and gives you a voluminous look, CLEAN INGREDIENTS: Color safe and free from sulfates, silicones, parabens, dyes, phalates, and mineral oil, ADDS SHINE: Crafted with vitamin B5 and bamboo for healthier, shinier hair, ENERGIZING SCENT: The bamboo-infused formula not only improves hair health but also adds a breezy, fresh scent, YOU WILL RECEIVE: one 9.6 fl oz bottle of sulfate free, silicone free shampoo"
T97,https://target.scene7.com/is/image/Target/GUEST_26098775-9a12-4ab3-8532-9d949baba46f?wid=800&hei=800&qlt=80&fmt=pjpeg,"L’Oreal Paris EverCreme Deep Nourish Sulfate Free Shampoo moisturizes and nourishes dry hair for silky-soft texture and healthy shine while being lightweight. EverPure shampoo for dry damaged hair includes hydrating apricot oil gently cleanses and smooths, leaving hair looking healthier after the 1st use. The hair shampoo for damaged dry hair formula is especially gentle on color treated hair. There are no harsh sulfates, salts or surfactants that can strip, dull and damage hair. Experience a purely sensorial lush, luxurious lather and a fresh aromatic fragrance that blooms.

Apply to wet hair and massage gently into thick lather. Rinse thoroughly. Follow with EverCreme Deep Nourish Conditioner.","Formaldehyde-Free, Gluten-Free, Vegan, Paraben-Free, Phthalate-Free, Dye-Free, Animal By-Product-Free, Aluminum-Free, Sulfate-Free, Silicone-Free","Nourishing Shampoo For Dry Hair: EverCreme Deep Nourish Shampoo replenishes dry, brittle hair with vital nourishment and deep moisture for silky-soft texture and healthy shine without weigh down; Hair looks healthier after the 1st use, Nourish Dry Hair: Formulated with nourishing Apricot Oil, this shampoo for dry hair will gently cleanse and nourish; This formula is sulfate-free, salt-free, and surfactant-free, so it won't strip hair or dull its color; It is especially gentle on color-treated hair, The EverCreme Deep Nourish System: For best results, use EverCreme shampoo and conditioner in tandem, for a nourishing hair care system that deeply hydrates and softens hair, Because You're Worth It: Formulated without sulfates, parabens, DMDM hydantoin, added phthalates, dye, and gluten ingredients; Always vegan, color caring, and powered by science; Our purest respect for your hair, L'Oreal Paris Beauty: A leading total beauty care company based in Paris, we offer innovative products and unique expertise from beauty experts in makeup, skin care, hair care, styling and hair color"
T101,https://target.scene7.com/is/image/Target/GUEST_913b4877-db2d-4f1a-8725-47a827a6cac9?wid=800&hei=800&qlt=80&fmt=pjpeg,"California Naturals is a radical, daily lifestyle brand. Our products are made from natural and simple ingredients that you can smell beneath every one of our caps. It’s our mission to storm the private, gate-kept beaches that luxury hair and body companies have commandeered; to tear down their stingy signs, let down our hair, lose a few articles of clothing, and go public with a roster of products designed for a life spent under the sun.

Our Daily Shampoo is the coastal companion you can count on far from the beach. This shampoo is designed with simple and natural ingredients that gently rinse away, salt, sand, dirt, or whatever else might be bogging down your bright, soft, and shiny mop of hair. We fill these bottles with Agave Nectar, Sunflower Seed Oil, and our proprietary Coconut Cleansing Complex; completely avoiding bogus, harsh sulfates.

How it’s done:

1. Pop open your bottle and you’ll be warmly met by our signature scent of dreamwood and bergamot.
2. Close your eyes, lather the shampoo into your hair – being sure to massage the foaming formula into your roots and ends – and let the woody, citrusy fragrance transport you to the Golden State.
3. Rinse. Condition. Get back to living. Then repeat again tomorrow.

California Naturals designs products for people who want clean hair, clean bodies, and a clean consciouses. Our entire daily care roster is 90%+ naturally derived, ocean and reef safe, never tested on animals, Paraben, Sulfate, Phalate, & Gluten free, and made from 100% recycled packaging.","Vegan, Gluten-Free, Dye-Free, Phthalate-Free, Sulfate-Free, Paraben-Free, Aluminum-Free","Supercharged with Agave Nectar and Sunflower Seed Oil, Wash away grime with our Coconut Cleansing Complex, The smell of Dreamwood and Bergamot will transport you to the Golden State, Naturally Derived (90%+) ingredients & 100% Recycled Packaging"
T103,https://target.scene7.com/is/image/Target/GUEST_f655e906-925e-4ecd-9b36-fee149da627d?wid=800&hei=800&qlt=80&fmt=pjpeg,"One iconic scent—three different ways to indulge. enjoy the delicate and sweet fragrance of philosophy’s fresh cream shampoo, shower gel & bubble bath. The ultimate combination of luxury with simplicity, our innovative multitasking formula cleanses, conditions and softens skin and hair from head to toe. Our signature mix of bergamot, soft muguet blossoms and musk add a sensorial experience to every shower or bath. Use this 3-in-1 shampoo on hair for a silky, soft finish, or lather onto skin for a gentle cleanse.",Fluoride-Free,"Amazing Grace - the warm and creamy scent will leave you feeling relaxed, 3-in-1 - this multitasking formula acts as a shampoo, shower gel, and bubble bath, Bubble bath - drizzle a generous amount under warm running water, Cleansing - Amazing Grace will leave your skin feeling soft, clean, and refreshed, Most-loved - discover and indulge in our most-loved scent"
T104,https://target.scene7.com/is/image/Target/GUEST_8cd038f1-1ba1-4e91-afdc-dcff27eed021?wid=800&hei=800&qlt=80&fmt=pjpeg,"#1 best-selling tea tree shampoo tingles, invigorates and leaves locks healthy and full of luster.

Get a head start every morning and experience the invigorating tingle of this #1 best-selling tea tree shampoo. Made with special ingredients, it helps wash away impurities for a scalp with a fresh, clean feeling and hair that looks full of vitality and luster. Tea tree, peppermint and lavender leave hair smelling great.",Contains Tea Tree Oil,"Invigorating Shampoo, Hair Type: The Tea Tree Special Shampoo is ideal for all hair types., Fragrance: The reviving scent of tea tree provides an invigorating aromatherapy-inspired experience like no other., Ingredient Spotlight: Contains the famous Tingle Complex—a blend of tea tree, peppermint and lavender that leaves a cooling, ""tingling"" sensation on the scalp."
T105,https://target.scene7.com/is/image/Target/GUEST_ea98af25-f1c1-4155-9eeb-44fcb9a7b12c?wid=800&hei=800&qlt=80&fmt=pjpeg,"Daily shampoo with Hawaiian awapuhi thoroughly cleanses all hair types, helps balance moisture and adds volume.

Enjoy the lush lather, moisturizing goodness and refreshing scent of a Paul Mitchell® original and continuous best seller. Made with Hawaiian awapuhi, this color-safe shampoo thoroughly cleanses any hair type and brightens hair by removing dulling buildup.",Contains Tea Tree Oil,"Original Wash | Balances Moisture, Hair Type: Ideal for All Hair Types, especially Fine + Static-Prone Hair., Fragrance: Refreshing cucumber melon scent with soft floral notes., Stylist Tips: This versatile shampoo multi-tasks as a luxurious body wash."
T106,https://target.scene7.com/is/image/Target/GUEST_b61b7d65-381f-4957-ba16-8ca1c7abf56e?wid=800&hei=800&qlt=80&fmt=pjpeg,"Original daily shampoo thoroughly cleanses all hair types and leaves hair healthy-looking with a fresh tropical scent.

A daily shampoo that's anything but basic, this luxuriously lathering formula leaves all hair types clean and healthy-looking with a fresh tropical scent.

Did You Know? Shampoo One® is one of the very first products launched in the original Paul Mitchell® line.",Contains Tea Tree Oil,"Everyday Wash | Balanced Clean, Hair Type: Ideal for All Hair Types., Fragrance: Creamy tropical coconut scent with a hint of crushed pineapple., Did You Know? Shampoo One is one of the very first products launched in the original Paul Mitchell line."
T107,https://target.scene7.com/is/image/Target/GUEST_b7454820-2496-4e00-b9ce-11370b447005?wid=800&hei=800&qlt=80&fmt=pjpeg,"Keranique Follicle Strengthening Volumizing Shampoo is designed specifically for thinning hair to gently deep clean and stimulate the scalp while nourishing and rejuvenating the hair follicles. Specially fortified with the Keratin Amino Complex™ and Panthenol (Pro Vitamin B5), hair feels lighter, cleaner and creates a healthy foundation for hair growth. Scientifically proven to increase volume by 169% with just one application ! Thin, fine hair needs special care!",Contains Tea Tree Oil,"Results from a TRI/Princeton controlled hair swatch study including Keranique' s Volumizing Shampoo, Volumizing Conditioner and Lift & Repair Treatment Spray:, *169% increase in hair volume and thickness after just ONE use, *136% increase in volume 24 HOURS after application, *Scientifically proven results for 24-Hour Full Body Volume!, **55% reduction in hair loss due to breakage, Rejuvenates hair follicles to keep hair fuller and thicker looking, Lightweight formula improves the effectiveness of scalp treatments, Clarifying formula removes buildup, Menthol increase oxygen delivery to the follicles to promote growth, Retains shine, boosts body and volume, Protects against cuticle damage, Invigorates the scalp Color Safe & pH Balanced Free from sulphates, parabens and dyes Free from gluten free from animal cruelty"
T108,https://target.scene7.com/is/image/Target/GUEST_8268aedd-f856-411e-a1d0-159ec62f9f2a?wid=800&hei=800&qlt=80&fmt=pjpeg,"Healthy hair starts at the scalp. That's why America's #1 dermatologist-recommended brand created Head and Shoulders Tea Tree Oil Shampoo and Conditioner. Ignite your senses and feel it working with every wash. This anti-itch,* anti dandruff shampoo and conditioner formula, infused with tea tree oil, helps rid your scalp of dandruff, and hydrates and cools for scalp relief.+ Now you can rinse away residue, oil, and flakes and improve your scalp and hair health every time you shower.^ Head and Shoulders' unique formula works 7 surface layers deep in your scalp to help stop dandruff at its source and maintain healthy hair.


Our unique formula, with zinc pyrithione, delivers multiple benefits:
Fights dryness
Calms itching+
Relieves irritation+
Reduces redness+
Controls oiliness^
Removes flakes+^


* visible flakes; with regular use
** based on volume of sales
+ associated with dandruff
^ washes away oil and flakes","Paraben-Free, Contains Tea Tree Oil","CLINICALLY PROVEN: Up to 100% dandruff protection*. *visible flakes, with regular use, TRUSTED: Head and Shoulders is America's #1 dandruff shampoo brand** **based on volume of sales, TEA TREE OIL: Crafted with tea tree oil, this formula helps to hydrate and cool your skin for scalp relief when used regularly, GREAT SCENT: Washes away residue with a rich lather and an invigoratingly fresh, minty scent, PARABEN-FREE: Head and Shoulders Tea Tree 2-in-1 Shampoo + Conditioner is paraben-free"
T109,https://target.scene7.com/is/image/Target/GUEST_f4544eef-5a22-491f-a164-0fd034b5d23a?wid=800&hei=800&qlt=80&fmt=pjpeg,"One iconic scent—three different ways to indulge. enjoy the delicate and sweet fragrance of philosophy’s fresh cream shampoo, shower gel & bubble bath. The ultimate combination of luxury with simplicity, our innovative multitasking formula cleanses, conditions and softens skin and hair from head to toe. Our fabulously fresh vanilla and cream scent will give you the pleasurable feeling of being pampered.",Fluoride-Free,"Fresh cream scent - the warm and creamy scent will leave you feeling relaxed, 3-in-1 - this multitasking formula acts as a shampoo, shower gel, and bubble bath, Bubble bath - drizzle a generous amount under warm running water, Cleansing - fresh cream will leave your skin feeling soft, clean, and refreshed, Most-loved - discover and indulge in our most-loved scent"
T110,https://target.scene7.com/is/image/Target/GUEST_05ae1ee4-0ee4-4bab-9d27-31d1273592d5?wid=800&hei=800&qlt=80&fmt=pjpeg,"The Doux Press Rewind Curl Retention Shampoo - 16 fl oz - Press Rewind Curl Retention Shampoo from the Press Play Thermal Styling Collection brings curly hair to straight and back again. The shampoo strengthens as it cleanses, using DOUXplex™ bonding technology to restore moisture balance, help prevent heat damage, and preserve curls and coils. It cleanses, detangles, and smooths, leaving hair soft and silky for effortless heat or wash and go styling.",Fluoride-Free,"Features Aloe Stem, Patau Oil, and Cactus, Strengthens and cleanses hair, Features the bonding technology of DOUXplex, Helps preserve curls and coils, For Textured Hair, Helps restore moisture balance and helps prevent heat damage"
T111,https://target.scene7.com/is/image/Target/GUEST_daa7d37f-5ef8-471c-9988-a829bdfcf370?wid=800&hei=800&qlt=80&fmt=pjpeg,"Meet your go-to purple shampoo. Eva NYC Tone It Down! Blonde Purple Shampoo delivers radiant, cool-toned blonde hair that's bright, shiny, and soft. The ultra-violet hue neutralizes yellow brassy tones, for salon-fresh blonde, every time. This formula is also nutrient-rich and sulfate-free to provide gentle cleansing. Time to kick some serious brass!

Bottle is packaged in aluminum, reducing our waste footprint with up to 25% postconsumer recycled aluminum in each bottle.

To release pump, make sure its base is twisted tightly onto the bottle. Twist pump toward 'open' and let it pop up!

Hero Ingredients:
Wild Cherry Bark – helps deeply condition hair for a smooth and silky feel.
Ginger Root – has stimulating properties that work to energize and to help moisturize.
Ultra-Violet Pigments – neutralize yellow and brassy tones.

Fragrance:
Eva NYC's Blue Ginger fragrance includes notes of Bergamot, Fig, Mandarin, Cardamom, White Rose, Turmeric, Black Pepper, Blue Ginger, Coconut, Cedarwood, Musk and Moroccan Spice. A sweet, herbal scent overall.

How To:
Use on wet hair and massage gently into a thick lather. Rinse thoroughly. Follow with Eva NYC Tone It Down! Blonde Conditioner for enhanced platinum perfection.","Contains Argan Oil, Paraben-Free, Mineral Oil-Free, Sodium Lauryl Sulfate-Free, Talcum-Free, Phthalate-Free, Gluten-Free, Sulfate-Free, Silicone-Free","Tones, brightens and softens, Ultra-Violet Pigments neutralize yellow and brassy tones, Purple shampoo enhances natural, highlighted, or dyed blonde hair, Certified cruelty-free through Leaping Bunny, certified vegan, GMO-free, Free from sulfates, parabens, phthalates, artificial colors, mineral oil, and gluten"
T112,https://target.scene7.com/is/image/Target/GUEST_5cbb8193-432b-434a-b852-6e057d2ff000?wid=800&hei=800&qlt=80&fmt=pjpeg,"Verb® Ghost Shampoo™ weightlessly cleanses and enhances radiant shine for fine hair and daily washers.
Powered by moringa oil, this light-as-air shampoo is rich in fatty acids that work to smooth and help defrizz hair without weighing you (or your hair) down. Massage into wet hair, lather well and rinse. For best results, follow with Ghost Conditioner.
Stylist Tip: Mix and match any Verb shampoos and conditioners for your specific needs.","Contains Argan Oil, Paraben-Free, Mineral Oil-Free, Sodium Lauryl Sulfate-Free, Talcum-Free, Phthalate-Free, Gluten-Free, Sulfate-Free, Silicone-Free","Weightlessly cleanses and hydrates hair, Safe for everyday use on color-treated hair, Smoothes frizz and adds shine, Paraben Free, No Harmful Sulfates"
T115,https://target.scene7.com/is/image/Target/GUEST_da99b650-5015-41ed-b871-d74d8ba74eb0?wid=800&hei=800&qlt=80&fmt=pjpeg,"Our best-selling Custom Shampoo for Straight Hair is now available in 22oz (double the size!) for an even better value! Our Custom Shampoo for Straight Hair is formulated with Coconut Water to clean and hydrate hair without weighing it down. The gentle foaming ingredients have been specifically formulated for Straight Hair, with conditioning silicones to soften strands.

Function of Beauty’s custom haircare line allows you to customize the perfect shampoo for your unique hair type, hair moisture level, and hair goals.

HOW IT WORKS:
Step 1 – Select up to three boxes of #HairGoal Boosters to mix into your Straight Hair Jumbo Shampoo based on your specific hair needs.
Step 2 – Pour both (2) #HairGoal Booster Pods from each #HairGoal Booster Box into your Jumbo Straight Hair Shampoo.
Step 3 – Shake vigorously for 15 seconds and say hello to custom haircare!

Customize this shampoo and boost benefits by mixing in up to 3 of our 10 Hair Goal booster shots. For Straight Hair, we recommend Volumize, Strengthen, and Anti-Frizz #HairGoal Boosters.","Mineral Oil-Free, Sulfate-Free, Gluten-Free, Vegan, Paraben-Free, Phthalate-Free","Formulated with Coconut Water, Function of Beauty's Shampoo for Straight Hair hydrates hair without weighing it down., CUSTOMIZABLE: Build your own formula by adding in up to 3 #HairGoal Boosters., FRAGRANCE: Our exclusive Nude Peach fragrance – with notes of peach nectar, lemon zest, and jasmine., SAFETY: Independent 3rd party clinical tests conducted to ensure safety. Cruelty-free. Never tested on animals., CLEAN: 93% naturally-derived (per ISO 16128), Sulfate-free, Paraben-free, Target Clean, CONSCIOUS: Cruelty-Free, 100% Vegan, SUSTAINABLE: Bottle made with 50% recycled plastic"
T116,https://target.scene7.com/is/image/Target/GUEST_f23ed461-79ee-42c0-99ee-f9572ca698db?wid=800&hei=800&qlt=80&fmt=pjpeg,"PURA D'OR Hair Loss Prevention Therapy Shampoo is a clinically tested formula proven to reduce hair loss due to breakage.* Our exclusive blend of 12 key active ingredients helps to improve volume, thickness, shine, split ends and scalp health. Niacin, Biotin, Argan Oil, and other natural ingredients help to invigorate and purify the scalp, while encouraging strand strength and resiliency. Free from harsh chemicals, environmentally responsible, hypo-allergenic, vegan and cruelty free.*Based on results of tress test study analyzing breakage after using the PURA D'OR Shampoo and Conditioner System vs. regular shampoo alone.","Mineral Oil-Free, Sulfate-Free, Gluten-Free, Vegan, Paraben-Free, Phthalate-Free","Fortifies and energizes hair, Revives damaged and distressed hair, leaving it healthier looking and smoother, Invigorates and purifies the scalp, Hibiscus supports healthy, strong hair, Organic Argan Oil moisturizes and helps protect hair, Organic Rosemary Oil strengthens and moisturizes hair"
T117,https://target.scene7.com/is/image/Target/GUEST_de7c07f2-86fa-4a1c-8c5f-12dbcf8a4b72?wid=800&hei=800&qlt=80&fmt=pjpeg,"Lift and strengthen thin, limp hair with science-backed ingredients like chia seed oil, biotin, and BioVolume 128™—formulated to boost volume.. Give flat hair a boost with natural ingredients refined by science. Made with BioVolume 128™, an ingredient that helps boost volume. The result? More shine. More bounce. More volume.","Mineral Oil-Free, Sulfate-Free, Gluten-Free, Vegan, Paraben-Free, Phthalate-Free","Made with BioVolume 128™ —formulated to boost volume., Lifts roots and separates strands, Soft cedar citron scent, Paraben Free, Sulfate Free, Cruelty Free, Vegan"
T119,https://target.scene7.com/is/image/Target/GUEST_b0d6e9dc-58b7-4253-822e-468fc272aa1c?wid=800&hei=800&qlt=80&fmt=pjpeg,"Garnier Fructis sulfate-free Hair Filler + Hyaluronic system, formulated with Hyaluronic Acid + Citric Acid + Damaged Hair Repair Care Complex, fills curly and wavy hair with moisture. System for inner fiber repair, outer visible transformation. Inner Transformation: Repairs & strengthens broken bonds deep in the cortex, hair fiber's inner layer with continuous use of system (Inner Fiber Repair Treatment and Moisture Repair Shampoo, Conditioner & Serum). Outer Transformation: Locks in up to 15X more moisture with use of system vs. non-conditioning shampoo. Up to 100HR frizz control for defined curls with no weigh down. Vegan Formula, no animal derived ingredients. Formulated without sulfates, silicones, parabens, phthalates, DMDM Hydantoin, and mineral oil. Additionally, all Garnier products, globally, are officially approved by Cruelty Free International under the Leaping Bunny Program. Bottle, excluding cap, is made of 100% recycled plastic.

4-Step Moisture Repair System:
Step 1: Apply Bonding Inner Fiber Repair Pre-Shampoo Treatment and leave on for 5 minutes. Rinse.
Step 2: Apply Moisture Repair Shampoo. Rinse.
Step 3: Apply Hair Conditioner to wet hair. Rinse.
Step 4: Apply Moisture Repair Serum. Do not rinse.","Mineral Oil-Free, Sulfate-Free, Gluten-Free, Vegan, Paraben-Free, Phthalate-Free","Meet Garnier Fructis Hair Filler Moisture Repair Shampoo: Formulated with Hyaluronic Acid, Citric Acid, & Damaged Hair Repair Care Complex, this sulfate-free Hair Filler Hyaluronic shampoo fills hair with moisture, perfect for curly, wavy hair, Garnier Fructis Hair Filler Moisture Repair System: Locks in up to 15X more moisture with up to 100 HR frizz control with use of Inner Fiber Repair Treatment and Repair and Moisturizing Shampoo, Conditioner, and Serum vs. non-conditioning curl shampoo, Nourish & Style with Garnier Fructis: From Mega-Full to Anti-Frizz hair products, Garnier has shampoo and conditioner, leave-in conditioners, hair masks, texturizing sprays, & more to help you care for your hair your way, Over 100 Years of Pioneering in Hair Care: Since 1904 Garnier has blended naturally inspired & derived ingredients into breakthrough formulas. Nourish your hair with hair color & care from Garnier, Committed to making Garnier a greener beauty brand: We aspire to create a positive impact by paving the way towards more sustainable beauty. All Garnier products are officially approved by Cruelty Free International under the Leaping Bunny Program"
T120,https://target.scene7.com/is/image/Target/GUEST_ed297f76-651b-4036-ab58-5c10a52d51ac?wid=800&hei=800&qlt=80&fmt=pjpeg,"Instantly get the look and feel of more hair. Infused with biotin and hyaluronic acid, this thickening shampoo visibly plumps, leaving you with thicker, fuller, and stronger hair in only one use! Our hair thickening shampoo plumps the overall thickness of your hair by 200%* and strengthens your hair, reducing hair loss due to breakage (*vs. a basic shampoo). Our John Frieda ULTRAfiller+ technology strengthens, adding manageability to fine, fragile hair while increasing overall hair thickness and plumpness. It accomplishes this by aligning and creating spaces between hair fibers, resulting in hair that looks and feels thicker. Give fine, flat hair an instant thickening boost with this silicone-free and vegan friendly volumizing shampoo. To use, work our volumizing shampoo gently through wet hair, lather, and rinse well. Try the full ULTRAfiller+ thickening line, which is a 3-step process for thicker, fuller hair. Together, all three products complement each other for the best results. Step 1 is to cleanse with our thickening shampoo that visually plumps in only one use. Step 2 is to strengthen as you condition, helping to align the hair, creating thickness with our ULTRAfiller+ conditioner. Step 3 is to thicken with our thickening spray, which plumps your overall thickness and provides heat protection for fragile hair. You are one thickening shampoo away from thicker, bouncier, more resilient hair!",Vegan,"HAIR THICKENING SHAMPOO - Our thickening shampoo gets you 200% thicker*, fuller hair (*vs. a basic shampoo) instantly, SPECIAL TECHNOLOGY - This technology aligns and creates spaces between your hair fibers as you wash, resulting in hair that looks and feels thicker, EXPERTLY FORMULATED SHAMPOO - This thickening shampoo is infused with biotin and hyaluronic acid so that it visibly plumps, giving you thicker, fuller and stronger hair in just one use, TRUSTWORTHY INGREDIENTS - Our volumizing shampoo is silicone-free and vegan, MORE THAN JUST SHAMPOO - Try the whole John Frieda ULTRAfiller+ line, because together, all three products (thickening shampoo, conditioner and spray) help you achieve the best results"
T121,https://target.scene7.com/is/image/Target/GUEST_dfd6ff84-f465-4360-8b3c-becf35958871?wid=800&hei=800&qlt=80&fmt=pjpeg,"This nourishing shampoo is infused with supercharged, moisture-rich coconut oil to hydrate and repair for nourished, healthy feeling hair.

Free of sulfates, parabens, phthalates, silicone, gluten, drying alcohol and artificial colors. Vegan, cruelty free and color-safe.

HASK stands for Hair And Skin Kindness. All formulas are thoughtfully blended with clean ingredients and infused with natural extracts that repair and nourish your hair and skin.","Contains Coconut Oil, Contains Flaxseed, Ethyl Alcohol-Free, Nonylphenol Ethoxylate Free, Dye-Free, Paraben-Free, Phthalate-Free, Sulfate-Free, Vegan, Non-Toxic, Propylparaben-Free, Gluten-Free, Formaldehyde-Free, Silicone-Free, Butylparaben-Free","Dull, dry hair, Cleanses and revitalizes, Provides moisture to help repair damaged hair, Nourishes strands to help improve elasticity, Coconut Oil is rich in vitamin E and fatty acids to deeply hydrate and minimize breakage for frizz-free hair that shines, Linseed Oil also known as flaxseed oil, provides deep hydration and prevents dryness, Fragrance: Tropical coconut"
T122,https://target.scene7.com/is/image/Target/GUEST_1e3d7d6f-00ac-4e88-beef-3b683751416d?wid=800&hei=800&qlt=80&fmt=pjpeg,"Introducing NEW Head & Shoulders Clinical Dandruff Defense Sensitive Scalp Shampoo, brought to you by America's #1 dermatologist recommended brand. This extra strength formula is dermatologist designed and tested to provide soothing relief from irritation caused by dryness, itch, and oil* with regular use. Gentle on sensitive skin and scalp, while effective at controlling dandruff, Clinical Dandruff Defense Sensitive Scalp Shampoo helps eliminate irritation and dryness** and provides calming relief to an irritated scalp. Plus, this formula is infused with aloe vera. Nourish your scalp and hair for a healthy, vibrant look you'll love. And if you love our Head & Shoulders Clinical Strength Shampoo, check out our conditioner and out-of-shower dandruff treatments! *Itch related to dandruff; washes away oil & flakes **With regular use",Contains Aloe,"SENSITIVE SCALP: Head & Shoulders Clinical Dandruff Defense Sensitive Scalp Shampoo helps eliminate irritation and dryness (associated with dandruff), PRESCRIPTION STRENGTH* SHAMPOO: Made with 1% Selenium Sulfide for prescription strength* dandruff relief and flaking protection (*flake protection vs prescription dandruff shampoo 2% ketoconazole), 35% MORE DANDRUFF FIGHTING POWER: fights Malassezia after 1 wash vs ordinary anti-dandruff shampoos, GENTLE: Gentle on sensitive skin & scalp, while providing proven protection from flakes* and dryness (*flakes associated with dandruff), INFUSED WITH ALOE VERA"
T123,https://target.scene7.com/is/image/Target/GUEST_daf92d92-4e08-478f-9b38-b5a63699d683?wid=800&hei=800&qlt=80&fmt=pjpeg,"Urban Hydration Honey Health & Repair Repairing Shampoo intensely cleanses, moisturizes and revitalizes dry hair in one wash! This Repairing shampoo is loaded with healthy, natural, extreme moisturizing ingredients that promote shine and health, while strengthening hair and revitalizing curl definition. Natural Honey draws moisture deep into your hair, while Sweet Vanilla Bean extract helps repair damage from heat, processing and dryness. Ginger and Aloe Vera add increased protection from future breakage, while adding necessary moisture. Naturally inspired, socially responsible, fruit and plant-based care with no sulfates, parabens, silicone or paraffins. Salon tested & BFF approved!

At Urban Hydration, our goal is to create naturally inspired products that achieve beautiful results and are gentle enough for the entire family! #goodcleanbeauty

DIRECTIONS
Apply desired amount into palm and work through wet hair from roots to ends. Massage into scalp. Lightly detangle (optional). Rinse thoroughly.

KEY INGREDIENTS:
• Honey
• Sweet vanilla bean extract
• Ginger
• Aloe Vera juice

Hair Type: All Hair Types, textured
Product Form: Liquid
Beauty Purpose: Nourishing","Contains Honey, Sulfate-Free, Contains Avocado, Contains Argan Oil, Contains Aloe, Paraben-Free, Contains Almond Oil, Dye-Free","Cleanses, hydrates and repairs while adding weightless shine and softness, Natural Honey draws in moisture, Ginger and Aloe Vera juice help heal damage and add additional moisture, Sweet Vanilla Bean extract adds a warm scent and helps repair damage, Sulfate, Paraben and Dye free, Safe for Natural, Relaxed and Color treated hair"
